Date,Product,DayOfWeek,UnitsSold,UnitPrice,Revenue,MarketingSpend,CompetitorPriceIndex,WebSearchInterest,IsPromo,IsHoliday
2024-05-19,EcoFit Smart Bottle,Sunday,283.0,245.0,69335.0,4738.92,113.0,68.7,0,0
2024-05-20,EcoFit Smart Bottle,Monday,281.0,245.0,68845.0,2650.47,112.4,60.1,0,0
2024-05-21,EcoFit Smart Bottle,Tuesday,245.0,245.0,60025.0,5643.71,112.4,78.8,0,0
2024-05-22,EcoFit Smart Bottle,Wednesday,266.0,245.0,65170.0,5290.15,112.0,68.3,0,0
2024-05-23,EcoFit Smart Bottle,Thursday,282.0,245.0,69090.0,5799.2,113.0,64.9,0,0
2024-05-24,EcoFit Smart Bottle,Friday,279.0,245.0,68355.0,4902.88,113.9,71.3,0,0
2024-05-25,EcoFit Smart Bottle,Saturday,335.0,245.0,82075.0,4453.66,113.3,65.1,1,0
2024-05-26,EcoFit Smart Bottle,Sunday,279.0,245.0,68355.0,3672.97,113.5,62.7,0,0
2024-05-27,EcoFit Smart Bottle,Monday,274.0,245.0,67130.0,5730.91,114.2,69.8,0,0
2024-05-28,EcoFit Smart Bottle,Tuesday,266.0,245.0,65170.0,5464.26,114.7,71.9,0,0
2024-05-29,EcoFit Smart Bottle,Wednesday,266.0,245.0,65170.0,2180.87,114.7,58.0,0,0
2024-05-30,EcoFit Smart Bottle,Thursday,255.0,245.0,62475.0,2105.47,115.5,71.6,0,0
2024-05-31,EcoFit Smart Bottle,Friday,286.0,245.0,70070.0,3505.85,115.0,70.9,0,0
2024-06-01,EcoFit Smart Bottle,Saturday,286.0,245.0,70070.0,20459.32,114.8,99.6,0,0
2024-06-02,EcoFit Smart Bottle,Sunday,332.0,245.0,81340.0,5949.1,114.3,67.9,0,0
2024-06-03,EcoFit Smart Bottle,Monday,289.0,245.0,70805.0,2601.67,114.7,65.2,0,0
2024-06-04,EcoFit Smart Bottle,Tuesday,244.0,245.0,59780.0,4376.52,114.4,73.7,0,0
2024-06-05,EcoFit Smart Bottle,Wednesday,278.0,245.0,68110.0,3523.56,114.3,71.2,0,0
2024-06-06,EcoFit Smart Bottle,Thursday,262.0,245.0,64190.0,20105.0,114.7,100.0,0,0
2024-06-07,EcoFit Smart Bottle,Friday,334.0,245.0,81830.0,5368.48,115.1,68.7,0,0
2024-06-08,EcoFit Smart Bottle,Saturday,352.0,245.0,86240.0,5353.31,114.5,56.5,1,0
2024-06-09,EcoFit Smart Bottle,Sunday,285.0,245.0,69825.0,3874.77,115.2,74.3,0,0
2024-06-10,EcoFit Smart Bottle,Monday,260.0,245.0,63700.0,3659.28,115.4,66.8,0,0
2024-06-11,EcoFit Smart Bottle,Tuesday,290.0,245.0,71050.0,3093.63,114.8,69.8,1,0
2024-06-12,EcoFit Smart Bottle,Wednesday,266.0,245.0,65170.0,2225.5,114.0,73.0,0,0
2024-06-13,EcoFit Smart Bottle,Thursday,266.0,245.0,65170.0,5458.89,114.0,83.3,0,0
2024-06-14,EcoFit Smart Bottle,Friday,329.0,245.0,80605.0,5251.6,114.5,67.4,1,0
2024-06-15,EcoFit Smart Bottle,Saturday,311.0,245.0,76195.0,5998.87,115.0,72.8,0,0
2024-06-16,EcoFit Smart Bottle,Sunday,291.0,245.0,71295.0,5986.55,115.2,78.9,0,0
2024-06-17,EcoFit Smart Bottle,Monday,268.0,245.0,65660.0,4221.73,115.3,64.2,0,0
2024-06-18,EcoFit Smart Bottle,Tuesday,262.0,245.0,64190.0,5075.95,115.6,67.2,0,0
2024-06-19,EcoFit Smart Bottle,Wednesday,267.0,245.0,65415.0,5779.06,115.1,68.5,0,0
2024-06-20,EcoFit Smart Bottle,Thursday,277.0,245.0,67865.0,5398.59,116.1,70.5,0,0
2024-06-21,EcoFit Smart Bottle,Friday,292.0,245.0,71540.0,2989.39,117.1,64.7,1,0
2024-06-22,EcoFit Smart Bottle,Saturday,441.0,245.0,108045.0,3802.18,117.3,64.3,0,0
2024-06-23,EcoFit Smart Bottle,Sunday,284.0,245.0,69580.0,2516.64,117.5,59.8,0,0
2024-06-24,EcoFit Smart Bottle,Monday,253.0,245.0,61985.0,5816.2,117.2,75.3,0,0
2024-06-25,EcoFit Smart Bottle,Tuesday,274.0,245.0,67130.0,4424.7,117.5,75.0,0,0
2024-06-26,EcoFit Smart Bottle,Wednesday,271.0,245.0,66395.0,2914.57,117.1,72.6,0,0
2024-06-27,EcoFit Smart Bottle,Thursday,272.0,245.0,66640.0,4686.8,115.8,66.3,0,0
2024-06-28,EcoFit Smart Bottle,Friday,277.0,245.0,67865.0,4472.51,114.1,72.5,0,0
2024-06-29,EcoFit Smart Bottle,Saturday,296.0,245.0,72520.0,3432.65,113.7,67.2,0,0
2024-06-30,EcoFit Smart Bottle,Sunday,295.0,245.0,72275.0,2454.23,113.8,61.1,0,0
2024-07-01,EcoFit Smart Bottle,Monday,263.0,245.0,64435.0,4686.29,114.0,72.0,0,0
2024-07-02,EcoFit Smart Bottle,Tuesday,248.0,245.0,60760.0,4081.23,113.7,64.0,0,0
2024-07-03,EcoFit Smart Bottle,Wednesday,259.0,245.0,63455.0,5089.27,113.8,67.1,0,0
2024-07-04,EcoFit Smart Bottle,Thursday,261.0,270.0,70470.0,4080.65,113.6,60.0,0,0
2024-07-05,EcoFit Smart Bottle,Friday,274.0,270.0,73980.0,5408.73,113.0,67.1,0,0
2024-07-06,EcoFit Smart Bottle,Saturday,293.0,270.0,79110.0,4207.63,113.0,68.2,0,0
2024-07-07,EcoFit Smart Bottle,Sunday,274.0,270.0,73980.0,4243.75,113.4,74.7,0,0
2024-07-08,EcoFit Smart Bottle,Monday,261.0,270.0,70470.0,19224.86,112.9,94.9,0,0
2024-07-09,EcoFit Smart Bottle,Tuesday,289.0,270.0,78030.0,3613.93,112.3,60.2,0,0
2024-07-10,EcoFit Smart Bottle,Wednesday,278.0,270.0,75060.0,2536.06,111.7,70.6,0,0
2024-07-11,EcoFit Smart Bottle,Thursday,241.0,270.0,65070.0,2115.13,110.5,59.6,0,0
2024-07-12,EcoFit Smart Bottle,Friday,258.0,270.0,69660.0,5020.55,110.2,59.1,0,0
2024-07-13,EcoFit Smart Bottle,Saturday,280.0,270.0,75600.0,4481.24,110.6,67.3,0,0
2024-07-14,EcoFit Smart Bottle,Sunday,284.0,270.0,76680.0,4816.32,110.7,65.5,0,0
2024-07-15,EcoFit Smart Bottle,Monday,237.0,270.0,63990.0,2851.86,110.6,74.6,0,0
2024-07-16,EcoFit Smart Bottle,Tuesday,243.0,270.0,65610.0,2545.49,110.7,64.7,0,0
2024-07-17,EcoFit Smart Bottle,Wednesday,247.0,270.0,66690.0,2058.18,110.4,60.5,0,0
2024-07-18,EcoFit Smart Bottle,Thursday,238.0,270.0,64260.0,3402.35,109.3,59.2,0,0
2024-07-19,EcoFit Smart Bottle,Friday,271.0,270.0,73170.0,4359.67,109.7,67.2,0,0
2024-07-20,EcoFit Smart Bottle,Saturday,269.0,270.0,72630.0,3568.98,110.4,71.2,0,0
2024-07-21,EcoFit Smart Bottle,Sunday,277.0,270.0,74790.0,3749.9,109.9,65.7,0,0
2024-07-22,EcoFit Smart Bottle,Monday,256.0,270.0,69120.0,5616.63,109.8,63.5,0,0
2024-07-23,EcoFit Smart Bottle,Tuesday,264.0,270.0,71280.0,3393.02,109.7,65.8,0,0
2024-07-24,EcoFit Smart Bottle,Wednesday,239.0,270.0,64530.0,4055.96,109.9,64.0,0,0
2024-07-25,EcoFit Smart Bottle,Thursday,246.0,270.0,66420.0,5134.61,110.9,68.5,0,0
2024-07-26,EcoFit Smart Bottle,Friday,274.0,270.0,73980.0,3586.17,111.6,61.3,0,0
2024-07-27,EcoFit Smart Bottle,Saturday,278.0,270.0,75060.0,4488.35,111.4,62.8,0,0
2024-07-28,EcoFit Smart Bottle,Sunday,258.0,270.0,69660.0,5449.45,111.7,64.4,0,0
2024-07-29,EcoFit Smart Bottle,Monday,251.0,270.0,67770.0,5798.08,112.5,71.7,0,0
2024-07-30,EcoFit Smart Bottle,Tuesday,255.0,270.0,68850.0,2588.29,112.7,58.6,0,0
2024-07-31,EcoFit Smart Bottle,Wednesday,248.0,270.0,66960.0,5706.35,112.7,64.2,0,0
2024-08-01,EcoFit Smart Bottle,Thursday,248.0,270.0,66960.0,3968.47,113.0,58.2,0,0
2024-08-02,EcoFit Smart Bottle,Friday,234.0,270.0,63180.0,10736.11,112.6,78.5,0,0
2024-08-03,EcoFit Smart Bottle,Saturday,299.0,270.0,80730.0,3836.54,112.2,63.9,0,0
2024-08-04,EcoFit Smart Bottle,Sunday,238.0,270.0,64260.0,5920.13,111.6,64.1,1,0
2024-08-05,EcoFit Smart Bottle,Monday,238.0,270.0,64260.0,3970.47,111.8,58.7,0,0
2024-08-06,EcoFit Smart Bottle,Tuesday,217.0,270.0,58590.0,3315.01,111.7,70.1,0,0
2024-08-07,EcoFit Smart Bottle,Wednesday,241.0,270.0,65070.0,4533.6,111.2,53.6,0,0
2024-08-08,EcoFit Smart Bottle,Thursday,250.0,270.0,67500.0,2960.58,111.1,62.2,0,0
2024-08-09,EcoFit Smart Bottle,Friday,241.0,270.0,65070.0,2303.45,111.4,64.7,0,0
2024-08-10,EcoFit Smart Bottle,Saturday,317.0,270.0,85590.0,2515.52,112.5,41.6,1,0
2024-08-11,EcoFit Smart Bottle,Sunday,260.0,270.0,70200.0,2512.18,113.1,62.3,0,0
2024-08-12,EcoFit Smart Bottle,Monday,235.0,270.0,63450.0,2607.61,111.8,57.2,0,0
2024-08-13,EcoFit Smart Bottle,Tuesday,217.0,270.0,58590.0,2555.31,111.9,59.3,0,0
2024-08-14,EcoFit Smart Bottle,Wednesday,226.0,270.0,61020.0,4563.5,112.8,60.3,0,0
2024-08-15,EcoFit Smart Bottle,Thursday,260.0,270.0,70200.0,2727.52,112.0,63.4,0,1
2024-08-16,EcoFit Smart Bottle,Friday,239.0,270.0,64530.0,3382.67,112.3,61.0,0,0
2024-08-17,EcoFit Smart Bottle,Saturday,259.0,270.0,69930.0,5587.15,112.2,64.1,0,0
2024-08-18,EcoFit Smart Bottle,Sunday,270.0,270.0,72900.0,3895.85,112.8,55.4,0,0
2024-08-19,EcoFit Smart Bottle,Monday,238.0,270.0,64260.0,4670.23,113.1,70.6,0,0
2024-08-20,EcoFit Smart Bottle,Tuesday,237.0,270.0,63990.0,2689.28,112.6,57.1,0,0
2024-08-21,EcoFit Smart Bottle,Wednesday,236.0,270.0,63720.0,2769.16,112.4,68.5,0,0
2024-08-22,EcoFit Smart Bottle,Thursday,244.0,270.0,65880.0,2163.47,112.3,65.3,0,0
2024-08-23,EcoFit Smart Bottle,Friday,261.0,270.0,70470.0,2675.74,112.3,47.6,1,0
2024-08-24,EcoFit Smart Bottle,Saturday,247.0,270.0,66690.0,3114.36,112.9,53.9,0,0
2024-08-25,EcoFit Smart Bottle,Sunday,281.0,270.0,75870.0,2708.04,112.4,51.0,1,0
2024-08-26,EcoFit Smart Bottle,Monday,216.0,270.0,58320.0,2354.81,113.0,55.1,0,0
2024-08-27,EcoFit Smart Bottle,Tuesday,225.0,270.0,60750.0,2482.54,112.9,56.4,0,0
2024-08-28,EcoFit Smart Bottle,Wednesday,215.0,270.0,58050.0,3843.12,113.0,59.1,0,0
2024-08-29,EcoFit Smart Bottle,Thursday,224.0,270.0,60480.0,2825.33,113.0,61.0,0,0
2024-08-30,EcoFit Smart Bottle,Friday,230.0,270.0,62100.0,3457.08,113.0,64.3,0,0
2024-08-31,EcoFit Smart Bottle,Saturday,258.0,270.0,69660.0,4013.67,113.0,62.6,0,0
2024-09-01,EcoFit Smart Bottle,Sunday,251.0,270.0,67770.0,4761.58,113.9,56.3,0,0
2024-09-02,EcoFit Smart Bottle,Monday,266.0,270.0,71820.0,2157.25,114.4,49.8,1,0
2024-09-03,EcoFit Smart Bottle,Tuesday,225.0,270.0,60750.0,5197.64,114.2,59.6,0,0
2024-09-04,EcoFit Smart Bottle,Wednesday,219.0,270.0,59130.0,4511.6,115.1,60.2,0,0
2024-09-05,EcoFit Smart Bottle,Thursday,4.0,270.0,1080.0,2327.04,115.3,52.6,0,0
2024-09-06,EcoFit Smart Bottle,Friday,233.0,270.0,62910.0,5494.31,115.5,52.9,0,0
2024-09-07,EcoFit Smart Bottle,Saturday,242.0,270.0,65340.0,5683.49,115.0,63.2,0,0
2024-09-08,EcoFit Smart Bottle,Sunday,226.0,270.0,61020.0,2244.31,114.7,50.8,0,0
2024-09-09,EcoFit Smart Bottle,Monday,209.0,270.0,56430.0,3107.51,114.3,52.2,0,0
2024-09-10,EcoFit Smart Bottle,Tuesday,217.0,270.0,58590.0,5224.81,114.3,58.1,0,0
2024-09-11,EcoFit Smart Bottle,Wednesday,216.0,270.0,58320.0,4993.04,114.7,56.5,0,0
2024-09-12,EcoFit Smart Bottle,Thursday,233.0,270.0,62910.0,2738.08,114.9,51.2,0,0
2024-09-13,EcoFit Smart Bottle,Friday,234.0,270.0,63180.0,2837.4,115.9,46.7,0,0
2024-09-14,EcoFit Smart Bottle,Saturday,244.0,270.0,65880.0,3481.89,115.4,53.6,0,0
2024-09-15,EcoFit Smart Bottle,Sunday,235.0,270.0,63450.0,3938.09,115.4,58.4,0,0
2024-09-16,EcoFit Smart Bottle,Monday,217.0,270.0,58590.0,4473.02,114.7,57.2,0,0
2024-09-17,EcoFit Smart Bottle,Tuesday,213.0,270.0,57510.0,3475.65,114.1,58.4,0,0
2024-09-18,EcoFit Smart Bottle,Wednesday,270.0,270.0,72900.0,3850.14,114.9,50.6,1,0
2024-09-19,EcoFit Smart Bottle,Thursday,397.0,270.0,107190.0,12612.19,114.6,65.2,0,0
2024-09-20,EcoFit Smart Bottle,Friday,248.0,270.0,66960.0,2146.73,114.1,49.3,0,0
2024-09-21,EcoFit Smart Bottle,Saturday,241.0,270.0,65070.0,3009.75,112.8,49.0,0,0
2024-09-22,EcoFit Smart Bottle,Sunday,221.0,270.0,59670.0,4853.4,112.3,53.0,0,0
2024-09-23,EcoFit Smart Bottle,Monday,208.0,270.0,56160.0,5580.83,112.2,57.9,0,0
2024-09-24,EcoFit Smart Bottle,Tuesday,204.0,270.0,55080.0,4046.71,111.4,51.1,0,0
2024-09-25,EcoFit Smart Bottle,Wednesday,208.0,270.0,56160.0,4128.45,111.3,47.4,0,0
2024-09-26,EcoFit Smart Bottle,Thursday,211.0,270.0,56970.0,2428.69,112.0,47.3,0,0
2024-09-27,EcoFit Smart Bottle,Friday,212.0,270.0,57240.0,3789.65,111.6,54.3,0,0
2024-09-28,EcoFit Smart Bottle,Saturday,240.0,270.0,64800.0,4130.47,111.0,56.5,0,0
2024-09-29,EcoFit Smart Bottle,Sunday,236.0,270.0,63720.0,2969.88,110.4,54.0,0,0
2024-09-30,EcoFit Smart Bottle,Monday,204.0,270.0,55080.0,8166.87,109.7,63.0,0,0
2024-10-01,EcoFit Smart Bottle,Tuesday,220.0,270.0,59400.0,3509.14,110.0,50.6,0,0
2024-10-02,EcoFit Smart Bottle,Wednesday,212.0,270.0,57240.0,7621.55,110.0,61.5,0,0
2024-10-03,EcoFit Smart Bottle,Thursday,267.0,270.0,72090.0,3288.32,110.6,50.5,1,0
2024-10-04,EcoFit Smart Bottle,Friday,264.0,270.0,71280.0,2845.79,111.8,50.2,1,0
2024-10-05,EcoFit Smart Bottle,Saturday,221.0,270.0,59670.0,3309.99,110.7,45.8,0,0
2024-10-06,EcoFit Smart Bottle,Sunday,214.0,270.0,57780.0,2479.05,110.9,48.9,0,0
2024-10-07,EcoFit Smart Bottle,Monday,183.0,270.0,49410.0,5562.11,110.3,56.6,0,0
2024-10-08,EcoFit Smart Bottle,Tuesday,212.0,270.0,57240.0,4374.37,110.7,53.9,0,0
2024-10-09,EcoFit Smart Bottle,Wednesday,211.0,270.0,56970.0,4716.41,110.6,46.3,0,0
2024-10-10,EcoFit Smart Bottle,Thursday,214.0,270.0,57780.0,5156.68,110.6,53.9,0,0
2024-10-11,EcoFit Smart Bottle,Friday,216.0,270.0,58320.0,3993.77,109.8,43.8,0,0
2024-10-12,EcoFit Smart Bottle,Saturday,241.0,270.0,65070.0,2347.68,109.6,48.4,0,0
2024-10-13,EcoFit Smart Bottle,Sunday,206.0,270.0,55620.0,4148.43,109.6,47.5,0,0
2024-10-14,EcoFit Smart Bottle,Monday,210.0,270.0,56700.0,4347.36,110.4,59.8,0,0
2024-10-15,EcoFit Smart Bottle,Tuesday,197.0,270.0,53190.0,4981.76,110.0,53.0,0,0
2024-10-16,EcoFit Smart Bottle,Wednesday,203.0,270.0,54810.0,3726.64,109.6,53.8,0,0
2024-10-17,EcoFit Smart Bottle,Thursday,206.0,270.0,55620.0,2510.32,110.2,57.8,0,0
2024-10-18,EcoFit Smart Bottle,Friday,207.0,270.0,55890.0,3135.1,109.7,44.3,0,0
2024-10-19,EcoFit Smart Bottle,Saturday,228.0,270.0,61560.0,3452.33,110.4,51.1,0,0
2024-10-20,EcoFit Smart Bottle,Sunday,241.0,270.0,65070.0,4583.67,110.4,45.1,0,1
2024-10-21,EcoFit Smart Bottle,Monday,233.0,270.0,62910.0,4283.11,110.5,52.0,0,1
2024-10-22,EcoFit Smart Bottle,Tuesday,237.0,270.0,63990.0,13581.8,110.8,77.6,0,1
2024-10-23,EcoFit Smart Bottle,Wednesday,257.0,270.0,69390.0,5946.06,110.4,50.3,0,1
2024-10-24,EcoFit Smart Bottle,Thursday,262.0,270.0,70740.0,4423.1,110.6,45.8,0,1
2024-10-25,EcoFit Smart Bottle,Friday,212.0,270.0,57240.0,2948.91,110.2,46.8,0,0
2024-10-26,EcoFit Smart Bottle,Saturday,223.0,270.0,60210.0,2407.13,109.9,56.3,0,0
2024-10-27,EcoFit Smart Bottle,Sunday,212.0,270.0,57240.0,8426.06,110.2,61.8,0,0
2024-10-28,EcoFit Smart Bottle,Monday,191.0,270.0,51570.0,2983.83,110.4,42.5,1,0
2024-10-29,EcoFit Smart Bottle,Tuesday,191.0,270.0,51570.0,2642.73,110.3,53.5,0,0
2024-10-30,EcoFit Smart Bottle,Wednesday,182.0,270.0,49140.0,2746.27,109.6,38.1,0,0
2024-10-31,EcoFit Smart Bottle,Thursday,166.0,270.0,44820.0,3140.38,109.0,57.7,0,0
2024-11-01,EcoFit Smart Bottle,Friday,197.0,270.0,53190.0,2693.49,109.1,50.3,0,0
2024-11-02,EcoFit Smart Bottle,Saturday,214.0,270.0,57780.0,5587.06,109.6,60.6,0,0
2024-11-03,EcoFit Smart Bottle,Sunday,236.0,270.0,63720.0,2320.93,108.9,36.9,0,0
2024-11-04,EcoFit Smart Bottle,Monday,191.0,270.0,51570.0,4098.05,108.4,49.5,0,0
2024-11-05,EcoFit Smart Bottle,Tuesday,175.0,270.0,47250.0,3641.59,108.5,47.0,0,0
2024-11-06,EcoFit Smart Bottle,Wednesday,190.0,270.0,51300.0,5929.51,108.5,47.1,0,0
2024-11-07,EcoFit Smart Bottle,Thursday,231.0,270.0,62370.0,2448.16,107.6,38.6,1,0
2024-11-08,EcoFit Smart Bottle,Friday,198.0,270.0,53460.0,3591.42,107.7,49.9,0,0
2024-11-09,EcoFit Smart Bottle,Saturday,214.0,270.0,57780.0,22596.53,107.3,88.3,0,0
2024-11-10,EcoFit Smart Bottle,Sunday,277.0,270.0,74790.0,5462.03,108.3,57.5,0,0
2024-11-11,EcoFit Smart Bottle,Monday,214.0,270.0,57780.0,5268.29,108.4,48.0,0,0
2024-11-12,EcoFit Smart Bottle,Tuesday,199.0,270.0,53730.0,3031.61,108.7,45.3,0,0
2024-11-13,EcoFit Smart Bottle,Wednesday,174.0,270.0,46980.0,2683.55,109.0,38.3,0,0
2024-11-14,EcoFit Smart Bottle,Thursday,230.0,270.0,62100.0,4674.57,108.2,56.9,1,0
2024-11-15,EcoFit Smart Bottle,Friday,206.0,270.0,55620.0,5717.5,109.4,51.6,0,0
2024-11-16,EcoFit Smart Bottle,Saturday,234.0,270.0,63180.0,4227.05,108.4,51.8,0,0
2024-11-17,EcoFit Smart Bottle,Sunday,241.0,270.0,65070.0,4286.45,108.9,52.1,1,0
2024-11-18,EcoFit Smart Bottle,Monday,225.0,270.0,60750.0,9198.31,109.3,65.4,1,0
2024-11-19,EcoFit Smart Bottle,Tuesday,223.0,270.0,60210.0,5077.97,109.0,45.6,0,0
2024-11-20,EcoFit Smart Bottle,Wednesday,201.0,270.0,54270.0,2748.17,109.4,48.6,0,0
2024-11-21,EcoFit Smart Bottle,Thursday,186.0,270.0,50220.0,3294.72,109.2,46.1,0,0
2024-11-22,EcoFit Smart Bottle,Friday,190.0,270.0,51300.0,3701.75,108.8,57.5,0,0
2024-11-23,EcoFit Smart Bottle,Saturday,244.0,270.0,65880.0,4030.44,109.1,43.4,1,0
2024-11-24,EcoFit Smart Bottle,Sunday,218.0,270.0,58860.0,2969.64,108.5,51.3,0,0
2024-11-25,EcoFit Smart Bottle,Monday,193.0,270.0,52110.0,2459.35,108.3,46.2,0,0
2024-11-26,EcoFit Smart Bottle,Tuesday,178.0,270.0,48060.0,4442.48,108.0,49.9,0,0
2024-11-27,EcoFit Smart Bottle,Wednesday,189.0,270.0,51030.0,3154.52,107.8,46.1,0,0
2024-11-28,EcoFit Smart Bottle,Thursday,186.0,270.0,50220.0,4324.95,108.0,54.9,0,0
2024-11-29,EcoFit Smart Bottle,Friday,199.0,270.0,53730.0,2617.45,107.7,46.1,0,0
2024-11-30,EcoFit Smart Bottle,Saturday,215.0,270.0,58050.0,3924.56,107.6,39.7,0,0
2024-12-01,EcoFit Smart Bottle,Sunday,199.0,270.0,53730.0,4130.36,107.3,53.9,0,0
2024-12-02,EcoFit Smart Bottle,Monday,236.0,270.0,63720.0,2207.29,108.1,49.1,1,0
2024-12-03,EcoFit Smart Bottle,Tuesday,175.0,270.0,47250.0,3346.42,108.3,49.2,0,0
2024-12-04,EcoFit Smart Bottle,Wednesday,193.0,270.0,52110.0,2537.66,108.5,39.0,0,0
2024-12-05,EcoFit Smart Bottle,Thursday,175.0,270.0,47250.0,2253.5,108.9,39.2,0,0
2024-12-06,EcoFit Smart Bottle,Friday,215.0,270.0,58050.0,5959.84,108.5,42.1,1,0
2024-12-07,EcoFit Smart Bottle,Saturday,251.0,270.0,67770.0,3289.42,109.0,48.5,1,0
2024-12-08,EcoFit Smart Bottle,Sunday,231.0,270.0,62370.0,5239.5,109.2,43.4,1,0
2024-12-09,EcoFit Smart Bottle,Monday,192.0,270.0,51840.0,3018.56,108.3,37.1,0,0
2024-12-10,EcoFit Smart Bottle,Tuesday,183.0,270.0,49410.0,4726.01,107.5,55.5,0,0
2024-12-11,EcoFit Smart Bottle,Wednesday,179.0,270.0,48330.0,5040.91,107.1,53.7,0,0
2024-12-12,EcoFit Smart Bottle,Thursday,200.0,270.0,54000.0,4382.55,106.3,46.9,0,0
2024-12-13,EcoFit Smart Bottle,Friday,216.0,270.0,58320.0,3886.3,106.2,46.9,0,0
2024-12-14,EcoFit Smart Bottle,Saturday,269.0,270.0,72630.0,3647.36,105.6,35.1,1,0
2024-12-15,EcoFit Smart Bottle,Sunday,211.0,270.0,56970.0,3395.47,105.5,51.3,0,0
2024-12-16,EcoFit Smart Bottle,Monday,177.0,270.0,47790.0,5718.12,106.4,47.9,0,0
2024-12-17,EcoFit Smart Bottle,Tuesday,204.0,270.0,55080.0,5322.48,106.3,52.3,0,0
2024-12-18,EcoFit Smart Bottle,Wednesday,198.0,270.0,53460.0,5860.11,106.1,39.3,0,0
2024-12-19,EcoFit Smart Bottle,Thursday,187.0,270.0,50490.0,2497.19,106.4,50.0,0,0
2024-12-20,EcoFit Smart Bottle,Friday,198.0,270.0,53460.0,4923.47,106.0,46.3,0,0
2024-12-21,EcoFit Smart Bottle,Saturday,226.0,270.0,61020.0,5753.36,106.5,44.9,0,0
2024-12-22,EcoFit Smart Bottle,Sunday,233.0,270.0,62910.0,2724.93,106.8,44.1,0,0
2024-12-23,EcoFit Smart Bottle,Monday,179.0,270.0,48330.0,2265.99,106.8,42.0,0,0
2024-12-24,EcoFit Smart Bottle,Tuesday,154.0,270.0,41580.0,4964.48,106.9,55.8,0,0
2024-12-25,EcoFit Smart Bottle,Wednesday,225.0,270.0,60750.0,4297.89,108.1,47.0,0,1
2024-12-26,EcoFit Smart Bottle,Thursday,205.0,270.0,55350.0,5367.32,108.7,58.2,0,0
2024-12-27,EcoFit Smart Bottle,Friday,201.0,270.0,54270.0,2559.09,110.0,47.5,0,0
2024-12-28,EcoFit Smart Bottle,Saturday,250.0,270.0,67500.0,5181.07,110.3,55.6,1,0
2024-12-29,EcoFit Smart Bottle,Sunday,246.0,270.0,66420.0,2806.51,109.4,46.5,0,0
2024-12-30,EcoFit Smart Bottle,Monday,194.0,270.0,52380.0,2654.62,109.3,52.7,0,0
