Date,Product,StockOnHand,UnitsSold,ReorderPoint,SafetyStock,OrderPlaced,OrderQuantity,SupplierLeadTimeDays,OrderArrived,StockoutFlag,UnitsShort,DailyHoldingCost
2024-08-03,EcoFit Smart Bottle,2188,299.0,1405,68,0,0,5,0,0,0,47.96
2024-08-04,EcoFit Smart Bottle,1889,238.0,1422,72,0,0,5,0,0,0,41.4
2024-08-05,EcoFit Smart Bottle,1651,238.0,1429,71,0,0,7,0,0,0,36.19
2024-08-06,EcoFit Smart Bottle,1434,217.0,1442,77,1,3439,6,0,0,0,31.43
2024-08-07,EcoFit Smart Bottle,1193,241.0,1458,79,0,0,6,0,0,0,26.15
2024-08-08,EcoFit Smart Bottle,943,250.0,1440,76,0,0,5,0,0,0,20.67
2024-08-09,EcoFit Smart Bottle,702,241.0,1414,74,0,0,4,0,0,0,15.39
2024-08-10,EcoFit Smart Bottle,385,317.0,1464,85,0,0,6,0,0,0,8.44
2024-08-11,EcoFit Smart Bottle,125,260.0,1491,86,0,0,7,0,0,0,2.74
2024-08-12,EcoFit Smart Bottle,3329,235.0,1493,87,0,0,6,1,0,0,72.96
2024-08-13,EcoFit Smart Bottle,3112,217.0,1474,89,0,0,5,0,0,0,68.21
2024-08-14,EcoFit Smart Bottle,2886,226.0,1491,91,0,0,6,0,0,0,63.25
2024-08-15,EcoFit Smart Bottle,2626,260.0,1493,90,0,0,5,0,0,0,57.56
2024-08-16,EcoFit Smart Bottle,2387,239.0,1510,91,0,0,6,0,0,0,52.32
2024-08-17,EcoFit Smart Bottle,2128,259.0,1477,89,0,0,4,0,0,0,46.64
2024-08-18,EcoFit Smart Bottle,1858,270.0,1469,89,0,0,4,0,0,0,40.72
2024-08-19,EcoFit Smart Bottle,1620,238.0,1463,89,0,0,6,0,0,0,35.51
2024-08-20,EcoFit Smart Bottle,1383,237.0,1446,88,1,3398,5,0,0,0,30.31
2024-08-21,EcoFit Smart Bottle,1147,236.0,1452,89,0,0,7,0,0,0,25.14
2024-08-22,EcoFit Smart Bottle,903,244.0,1440,89,0,0,5,0,0,0,19.79
2024-08-23,EcoFit Smart Bottle,642,261.0,1444,89,0,0,5,0,0,0,14.07
2024-08-24,EcoFit Smart Bottle,395,247.0,1427,88,0,0,4,0,0,0,8.66
2024-08-25,EcoFit Smart Bottle,3512,281.0,1411,88,0,0,3,1,0,0,76.98
2024-08-26,EcoFit Smart Bottle,3296,216.0,1376,89,0,0,3,0,0,0,72.24
2024-08-27,EcoFit Smart Bottle,3071,225.0,1381,91,0,0,5,0,0,0,67.31
2024-08-28,EcoFit Smart Bottle,2856,215.0,1378,94,0,0,4,0,0,0,62.6
2024-08-29,EcoFit Smart Bottle,2632,224.0,1373,95,0,0,6,0,0,0,57.69
2024-08-30,EcoFit Smart Bottle,2402,230.0,1371,96,0,0,6,0,0,0,52.65
2024-08-31,EcoFit Smart Bottle,2144,258.0,1373,96,0,0,5,0,0,0,46.99
2024-09-01,EcoFit Smart Bottle,1893,251.0,1402,97,0,0,7,0,0,0,41.49
2024-09-02,EcoFit Smart Bottle,1627,266.0,1390,91,0,0,5,0,0,0,35.66
2024-09-03,EcoFit Smart Bottle,1402,225.0,1378,84,0,0,6,0,0,0,30.73
2024-09-04,EcoFit Smart Bottle,1183,219.0,1359,85,1,3333,5,0,0,0,25.93
2024-09-05,EcoFit Smart Bottle,1179,4.0,1422,185,0,0,6,0,0,0,25.84
2024-09-06,EcoFit Smart Bottle,946,233.0,1404,184,0,0,4,0,0,0,20.73
2024-09-07,EcoFit Smart Bottle,704,242.0,1462,188,0,0,12,0,0,0,15.43
2024-09-08,EcoFit Smart Bottle,462,226.0,1521,192,0,0,11,0,0,0,10.13
2024-09-09,EcoFit Smart Bottle,3586,209.0,1542,187,0,0,12,1,0,0,78.6
2024-09-10,EcoFit Smart Bottle,3369,217.0,1573,188,0,0,12,0,0,0,73.84
2024-09-11,EcoFit Smart Bottle,3153,216.0,1619,192,0,0,12,0,0,0,69.11
2024-09-12,EcoFit Smart Bottle,2920,233.0,1622,191,0,0,5,0,0,0,64.0
2024-09-13,EcoFit Smart Bottle,2686,234.0,1623,191,0,0,6,0,0,0,58.87
2024-09-14,EcoFit Smart Bottle,2442,244.0,1628,191,0,0,6,0,0,0,53.52
2024-09-15,EcoFit Smart Bottle,2207,235.0,1611,190,0,0,4,0,0,0,48.37
2024-09-16,EcoFit Smart Bottle,1990,217.0,1617,190,0,0,6,0,0,0,43.62
2024-09-17,EcoFit Smart Bottle,1777,213.0,1619,188,0,0,6,0,0,0,38.95
2024-09-18,EcoFit Smart Bottle,1507,270.0,1612,190,1,3226,4,0,0,0,33.03
2024-09-19,EcoFit Smart Bottle,1110,397.0,1684,229,0,0,5,0,0,0,24.33
2024-09-20,EcoFit Smart Bottle,862,248.0,1661,227,0,0,4,0,0,0,18.89
2024-09-21,EcoFit Smart Bottle,621,241.0,1669,227,0,0,6,0,0,0,13.61
2024-09-22,EcoFit Smart Bottle,3626,221.0,1660,227,0,0,5,1,0,0,79.47
2024-09-23,EcoFit Smart Bottle,3418,208.0,1661,228,0,0,5,0,0,0,74.92
2024-09-24,EcoFit Smart Bottle,3214,204.0,1667,227,0,0,6,0,0,0,70.44
2024-09-25,EcoFit Smart Bottle,3006,208.0,1683,229,0,0,5,0,0,0,65.88
2024-09-26,EcoFit Smart Bottle,2795,211.0,1688,230,0,0,6,0,0,0,61.26
2024-09-27,EcoFit Smart Bottle,2583,212.0,1687,230,0,0,4,0,0,0,56.61
2024-09-28,EcoFit Smart Bottle,2343,240.0,1675,229,0,0,4,0,0,0,51.35
2024-09-29,EcoFit Smart Bottle,2107,236.0,1659,227,0,0,4,0,0,0,46.18
2024-09-30,EcoFit Smart Bottle,1903,204.0,1647,227,0,0,5,0,0,0,41.71
2024-10-01,EcoFit Smart Bottle,1683,220.0,1632,226,0,0,6,0,0,0,36.89
2024-10-02,EcoFit Smart Bottle,1471,212.0,1619,224,1,3196,5,0,0,0,32.24
2024-10-03,EcoFit Smart Bottle,1204,267.0,1630,226,0,0,6,0,0,0,26.39
2024-10-04,EcoFit Smart Bottle,940,264.0,1633,227,0,0,4,0,0,0,20.6
2024-10-05,EcoFit Smart Bottle,719,221.0,1582,147,0,0,4,0,0,0,15.76
